cocktail_id,cocktail_name,num_ingredients,ingredients,alcoholic,sugary_score,acidic,caffiene,category,glass,instructions,image_url,price
17206,Mint Julep,4,"Mint, Bourbon, Powdered sugar, Water",True,1,False,False,Ordinary Drink,Collins glass,"In a highball glass gently muddle the mint, sugar and water. Fill the glass with cracked ice, add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig.",https://www.thecocktaildb.com/images/media/drink/squyyq1439907312.jpg,12.8
178319,Aquamarine,3,"Hpnotiq, Pineapple Juice, Banana Liqueur",True,1,False,False,Cocktail,Martini Glass,"Shake well in a shaker with ice.
Strain in a martini glass.",https://www.thecocktaildb.com/images/media/drink/zvsre31572902738.jpg,11.67
11965,Port Wine Flip,5,"Port, Light cream, Powdered sugar, Egg, Nutmeg",True,1,False,False,Ordinary Drink,Whiskey sour glass,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/vrprxu1441553844.jpg,12.42
11420,Gin Toddy,4,"Gin, Water, Powdered sugar, Lemon peel",True,1,False,False,Ordinary Drink,Old-fashioned glass,"Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir, add the twist of lemon peel, and serve.",https://www.thecocktaildb.com/images/media/drink/jxstwf1582582101.jpg,13.2
178367,Ramos Gin Fizz,7,"Gin, Lemon Juice, Sugar Syrup, Cream, Egg White, Vanilla extract, Soda Water",True,2,False,False,Cocktail,Highball glass,"Prepare all the ingredients on the counter to be able to work well and quickly, especially the cream and egg white.

Pour all the ingredients into a shaker.

Shake vigorously for 1 minute: cream and egg white must be mixed perfectly, so don't rush.

Now open the shaker and put some ice and shake for 1-2 minutes. It depends on how long you can resist!

Pour into a highball glass, add a splash of soda and garnish to taste.

Ramos Gin Fizz was once drunk as an invigorating drink or even as a breakfast, try it as an aperitif and after dinner and you will discover a little gem now lost.",https://www.thecocktaildb.com/images/media/drink/967t911643844053.jpg,15.57
17197,French 75,6,"Gin, Sugar, Lemon juice, Champagne, Orange, Maraschino cherry",True,2,True,False,Ordinary Drink,Collins glass,"Combine gin, sugar, and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently.",https://www.thecocktaildb.com/images/media/drink/hrxfbl1606773109.jpg,14.84
13847,Jackhammer,2,"Jack Daniels, Amaretto",True,1,False,False,Ordinary Drink,Collins Glass,"Serve over ice- Warning,Deadly!",https://www.thecocktaildb.com/images/media/drink/9von5j1504388896.jpg,14.13
17266,Oatmeal Cookie,5,"Kahlua, Baileys irish cream, Butterscotch schnapps, Jagermeister, Goldschlager",True,3,False,False,Cocktail,Mason jar,"Just mix it all together.
It's meant to be a shot, but it works just fine as a proper adult-sized drink over lots of ice.

Tastes like an oatmeal cookie.",https://www.thecocktaildb.com/images/media/drink/bsvmlg1515792693.jpg,15.48
178323,Passion Fruit Martini,3,"Vodka, Sugar Syrup, Passion fruit juice",True,3,False,False,Cocktail,Cocktail glass,Pour all ingredients into a glass and stir. Garnish with half a passion fruit piece.,https://www.thecocktaildb.com/images/media/drink/6trfve1582473527.jpg,11.71
12388,Thriller,3,"Scotch, Wine, Orange juice",True,1,False,False,Ordinary Drink,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/rvuswq1461867714.jpg,11.58
12774,Masala Chai,9,"Water, Tea, Ginger, Cardamom, Cloves, Cinnamon, Black pepper, Sugar, Milk",False,1,False,False,Coffee / Tea,Coffee Mug,Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.,https://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg,13.78
12796,Caribbean Orange Liqueur,3,"Orange, Vodka, Sugar",True,2,True,False,Homemade Liqueur,Collins Glass,"Pare very thinly the bright-colored rind from the oranges (no white). Blot the peel on paper towels to remove any excess oil. Put peel in a 4 cup screw-top jar. Add 2 cups vodka. Close jar. Store in a cool, dark place for 2 days or until the vodka has absorbed the flavor. Remove peel and add remaining vodka. Close jar and add remaining cup of vodka. Close the jar and store in a cool dark place at least 1 month to age.",https://www.thecocktaildb.com/images/media/drink/qwxuwy1472667570.jpg,11.08
12716,Mango Orange Smoothie,2,"Mango, Orange",False,0,True,False,Other / Unknown,Highball Glass,Throw everything into a blender and liquify.,https://www.thecocktaildb.com/images/media/drink/vdp2do1487603520.jpg,8.48
14229,747,3,"Kahlua, Baileys irish cream, Frangelico",True,2,False,False,Shot,Shot glass,"pour kaluha, then Baileys, then Frangelico not chilled and not layered -- SERVE!!!",https://www.thecocktaildb.com/images/media/drink/xxsxqy1472668106.jpg,18.15
12748,Orange Scented Hot Chocolate,5,"Milk, Chocolate, Orange peel, Espresso, Nutmeg",False,0,False,True,Cocoa,Coffee mug,"Combine all ingredients in heavy medium saucepan. Stir over low heat until chocolate melts. Increase heat and bring just to a boil, stirring often. Remove from heat and whisk untily frothy. Return to heat and bring to boil again. Remove from heat, whisk until frothy. Repeat heating and whisking once again. Discard orange peel. (Can be prepared 2 hours ahead. Let stand at room temperature. Before serving, bring just to boil, remove from heat and whisk until frothy.) Pour hot chocolate into coffee mugs. Makes 2 servings.",https://www.thecocktaildb.com/images/media/drink/hdzwrh1487603131.jpg,10.35
15288,252,2,"151 proof rum, Wild Turkey",True,0,False,False,Shot,Shot glass,"Add both ingredients to shot glass, shoot, and get drunk quick",https://www.thecocktaildb.com/images/media/drink/rtpxqw1468877562.jpg,10.29
17249,Pegu Club,5,"Gin, Orange Curacao, Lime Juice, Angostura Bitters, Orange Bitters",True,0,False,False,Cocktail,Cocktail glass,"Shake, strain, up, cocktail glass",https://www.thecocktaildb.com/images/media/drink/jfkemm1513703902.jpg,12.93
178356,Butterfly Effect,7,"Raspberry Vodka, Cranberry Juice, Lemonade, Blue Curacao, Sugar Syrup, Lime Juice, Mint",True,2,False,False,Cocktail,Hurricane glass,"Grab your boston tin, fill it with cubes ice and then simply chuck in all your ingredients apart from your lemonade.
Now it’s time to shake what your mama gave you until all your ingredients are blended to perfection.
Add some cubes of ice to your hurricane glass, give them a swill to cool the whole thing down and then strain your raspberry vodka cocktail of wonder into the glass.
Top with lemonade and chuck a sprig of mint on top for garnish.
You can either get drinking at this point or go and try and grab a few butterflies to finish, the choice really is yours.",https://www.thecocktaildb.com/images/media/drink/ht3hnk1619704289.jpg,13.78
178333,Raspberry Julep,3,"Bourbon, Raspberry syrup, Mint",True,1,False,False,Cocktail,Cordial glass,"Softly muddle the mint leaves and raspberry syrup in the bottom of the cup. Add crushed ice and Bourbon to the cup and then stir. Top with more ice, garnish with a mint sprig.",https://www.thecocktaildb.com/images/media/drink/hyztmx1598719265.jpg,12.24
11000,Mojito,5,"Light rum, Lime, Sugar, Mint, Soda water",True,2,True,False,Cocktail,Highball glass,Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,https://www.thecocktaildb.com/images/media/drink/metwgh1606770327.jpg,12.62
17219,Yellow Bird,4,"White Rum, Galliano, Triple Sec, Lime Juice",True,0,False,False,Cocktail,Cocktail glass,Shake and strain into a chilled cocktail glass,https://www.thecocktaildb.com/images/media/drink/2t9r6w1504374811.jpg,14.23
17833,A. J.,2,"Applejack, Grapefruit juice",True,0,False,False,Ordinary Drink,Cocktail glass,"Shake ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/l74qo91582480316.jpg,10.53
11558,Japanese Fizz,6,"Blended whiskey, Lemon, Powdered sugar, Port, Egg white, Carbonated water",True,1,True,False,Ordinary Drink,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/37vzv11504884831.jpg,14.06
12402,Tom Collins,6,"Gin, Lemon juice, Sugar, Club soda, Maraschino cherry, Orange",True,1,True,False,Ordinary Drink,Collins glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",https://www.thecocktaildb.com/images/media/drink/7cll921606854636.jpg,14.62
11242,Chicago Fizz,6,"Light rum, Port, Lemon, Powdered sugar, Egg white, Carbonated water",True,1,True,False,Ordinary Drink,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/qwvwqr1441207763.jpg,14.64
17233,Salted Toffee Martini,5,"Gin, Chocolate liqueur, Amaretto, Chocolate Sauce, Salted Chocolate",True,2,False,False,Cocktail,Cocktail glass,"Add ice, toffee gin, chocolate liqueur and Amaretto to a cocktail shaker and shake vigorously. 
Pour the chocolate syrup into a saucer and dip the top of a martini glass into the sauce. Grate some of the Willie\'s sea salt chocolate into another saucer and dip the coated glass, so the flakes stick to the sauce, creating a chocolate rim!
Pour the contents of the shaker into your chocolatey glass and sprinkle with more grated chocolate - enjoy!  ",https://www.thecocktaildb.com/images/media/drink/3s6mlr1509551211.jpg,16.49
17213,French Martini,3,"Vodka, Raspberry Liqueur, pineapple juice",True,1,False,False,Cocktail,Cocktail glass,Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink.,https://www.thecocktaildb.com/images/media/drink/clth721504373134.jpg,11.66
17256,Martinez 2,4,"Gin, Sweet Vermouth, Maraschino Liqueur, Angostura Bitters",True,1,False,False,Cocktail,Cocktail glass,"Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass.",https://www.thecocktaildb.com/images/media/drink/fs6kiq1513708455.jpg,13.12
11396,Gentleman's Club,4,"Gin, Brandy, Sweet Vermouth, Club soda",True,2,False,False,Ordinary Drink,Old-fashioned glass,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",https://www.thecocktaildb.com/images/media/drink/k2r7wv1582481454.jpg,12.63
178337,Autumn Garibaldi,4,"Campari, Orange Juice, Ginger Beer, Orange Peel",True,1,False,False,Cocktail,Cordial glass,Pour all ingredients into a glass over ice and stir with a bar spoon. Garnish with some orange slices.,https://www.thecocktaildb.com/images/media/drink/ne7re71604179012.jpg,15.29
15691,Zoksel,7,"Beer, Root beer, Lemonade, Coca-Cola, 7-Up, Creme de Cassis, Lemon",True,4,True,False,Soft Drink,Beer pilsner,"No specific mixinginstructions, just poor every ingredient in one glass. The lemon goes with it.",https://www.thecocktaildb.com/images/media/drink/ft8ed01485620930.jpg,14.35
11004,Whiskey Sour,5,"Blended whiskey, Lemon, Powdered sugar, Cherry, Lemon",True,1,True,False,Ordinary Drink,Old-fashioned glass,"Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.",https://www.thecocktaildb.com/images/media/drink/hbkfsh1589574990.jpg,13.6
13675,Flander's Flake-Out,2,"Sambuca, Sarsaparilla",True,0,False,False,Ordinary Drink,Collins Glass,Bang 'em both in.,https://www.thecocktaildb.com/images/media/drink/sqvqrx1461866705.jpg,11.76
14586,Orange Push-up,4,"Spiced rum, Grenadine, Orange juice, Sour mix",True,3,False,False,Ordinary Drink,Hurricane glass,Combine liquors in a blender. Add a half scoop of ice and blend. Garnish with an orange and cherry flag. So good it will melt in your mouth!!!,https://www.thecocktaildb.com/images/media/drink/mgf0y91503565781.jpg,12.29
11433,Grass Skirt,5,"Gin, Triple sec, Pineapple juice, Grenadine, Pineapple",True,2,False,False,Ordinary Drink,Old-fashioned glass,"In a shaker half-filled with ice cubes, combine the gin, triple sec, pineapple juice, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice.",https://www.thecocktaildb.com/images/media/drink/qyvprp1473891585.jpg,13.94
178309,Espresso Rumtini,4,"Rum, Vanilla syrup, Espresso, Coffee",True,1,False,True,Cocktail,Cocktail glass,Mix together in a cocktail glass. Garnish with some choclate powder and coffee beans,https://www.thecocktaildb.com/images/media/drink/acvf171561574403.jpg,12.66
11147,Bourbon Sour,5,"Bourbon, Lemon juice, Sugar, Orange, Maraschino cherry",True,1,True,False,Ordinary Drink,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine the bourbon, lemon juice, and sugar. Shake well. Strain into a whiskey sour glass, garnish with the orange slice and cherry.",https://www.thecocktaildb.com/images/media/drink/dms3io1504366318.jpg,13.66
17838,Adonis Cocktail,3,"Sweet Vermouth, Sherry, Orange bitters",True,2,False,False,Ordinary Drink,Cocktail glass,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/xrvruq1472812030.jpg,11.86
12446,Veteran,2,"Dark rum, Cherry brandy",True,0,False,False,Ordinary Drink,Old-fashioned glass,Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/iwml9t1492976255.jpg,10.42
13332,B-53,3,"Kahlua, Sambuca, Grand Marnier",True,2,False,False,Shot,Collins Glass,"Layer the Kahlua, Sambucca and Grand Marnier into a shot glas in that order. Better than B-52",https://www.thecocktaildb.com/images/media/drink/rwqxrv1461866023.jpg,16.15
178316,Honey Bee,3,"White Rum, Honey, Lemon Juice",True,1,False,False,Cocktail,Margarita glass,"Shake ingredients with crushed ice
",https://www.thecocktaildb.com/images/media/drink/vu8l7t1582475673.jpg,11.15
12726,Tomato Tang,3,"Tomato juice, Lemon juice, Celery salt",False,0,False,False,Other / Unknown,Highball glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/869qr81487603278.jpg,7.98
17214,Russian Spring Punch,4,"Vodka, Creme de Cassis, Sugar Syrup, Lemon Juice",True,3,False,False,Ordinary Drink,Highball glass,"Pour the ingredients into an highball glass, top with Sparkling wine.",https://www.thecocktaildb.com/images/media/drink/ctt20s1504373488.jpg,12.97
14466,Dirty Nipple,3,"Kahlua, Sambuca, Baileys irish cream",True,2,False,False,Shot,Shot glass,This is a layered shot - the Bailey's must be on top,https://www.thecocktaildb.com/images/media/drink/vtyqrt1461866508.jpg,14.46
12436,Van Vleet,3,"Light rum, Maple syrup, Lemon juice",True,0,False,False,Ordinary Drink,Old-fashioned glass,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",https://www.thecocktaildb.com/images/media/drink/fgq2bl1492975771.jpg,11.44
11202,Caipirinha,3,"Sugar, Lime, Cachaca",True,1,True,False,Ordinary Drink,Old-fashioned glass,Place lime and sugar into old fashioned glass and muddle (mash the two ingredients together using a muddler or a wooden spoon). Fill the glass with ice and add the Cachaça.,https://www.thecocktaildb.com/images/media/drink/jgvn7p1582484435.jpg,12.34
16100,Amaretto Stone Sour Alternative,4,"Sour mix, Amaretto, Tequila, Orange juice",True,3,False,False,Other / Unknown,Highball glass,"Shake sour mix, tequila and amaretto with ice. Strain into highball glass. Add a splash of OJ. Garnish with orange slice and a cherry.",https://www.thecocktaildb.com/images/media/drink/wutxqr1472720012.jpg,16.23
15178,Texas Rattlesnake,4,"Yukon Jack, Cherry brandy, Southern Comfort, Sweet and sour",True,0,False,False,Shot,Highball glass,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...",https://www.thecocktaildb.com/images/media/drink/rtohqp1504889750.jpg,11.5
13196,Long vodka,5,"Vodka, Lime, Angostura bitters, Tonic water, Ice",True,3,True,False,Ordinary Drink,Highball glass,"Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",https://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,12.59
15328,Zorro,3,"Sambuca, Baileys irish cream, White Creme de Menthe",True,2,False,False,Coffee / Tea,Coffee Mug,add all and pour black coffee and add whipped cream on top.,https://www.thecocktaildb.com/images/media/drink/kvvd4z1485621283.jpg,12.0
17212,Espresso Martini,3,"Vodka, Kahlua, Sugar syrup",True,2,False,False,Cocktail,Cocktail glass,"Pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass",https://www.thecocktaildb.com/images/media/drink/n0sx531504372951.jpg,15.16
11025,Amaretto And Cream,2,"Amaretto, Light cream",True,1,False,False,Ordinary Drink,Cocktail glass,"Shake well with cracked ice, strain contents into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/dj8n0r1504375018.jpg,14.0
14282,California Root Beer,3,"Kahlua, Galliano, Soda water",True,2,False,False,Soft Drink,Highball glass,Put Kahlua and Galliano in highball glass fill with soda,https://www.thecocktaildb.com/images/media/drink/rsxuyr1472719526.jpg,16.97
16178,Jitterbug,7,"Gin, Vodka, Grenadine, Lime juice, Sugar, Sugar syrup, Soda water",True,4,False,False,Cocktail,Cocktail Glass,"Wet glass, dip rim in sugar. Then add Ice. Then add everything else. It's that simple!",https://www.thecocktaildb.com/images/media/drink/wwqvrq1441245318.jpg,14.77
17241,Zombie,7,"Rum, Gold rum, 151 proof rum, Pernod, Grenadine, Lime Juice, Angostura Bitters",True,1,False,False,Cocktail,Hurricane glass,"
Blend at high speed for no more than 5 seconds.

Pour into a glass, add ice cubes to fill, then add the garnish.

*Donn’s mix: Bring 3 crushed cinnamon sticks, 1 cup of sugar and 1 cup of water to a boil, stirring until the sugar is dissolved.

Simmer for 2 minutes, then remove from the heat and let sit for at least 2 hours before straining into a clean glass bottle.

Then add 1 part of the syrup and 2 parts of fresh grapefruit juice together.",https://www.thecocktaildb.com/images/media/drink/2en3jk1509557725.jpg,13.75
17247,The Last Word,4,"Green Chartreuse, Maraschino Liqueur, Lime Juice, Gin",True,0,False,False,Cocktail,Cocktail glass,Shake with ice and strain into a cocktail glass.,https://www.thecocktaildb.com/images/media/drink/91oule1513702624.jpg,16.62
17254,Bijou,4,"Orange Bitters, Green Chartreuse, Gin, Sweet Vermouth",True,1,False,False,Cocktail,Cocktail glass,"Stir in mixing glass with ice and strain
",https://www.thecocktaildb.com/images/media/drink/rysb3r1513706985.jpg,15.45
13024,Sweet Sangria,8,"Red wine, Sugar, Water, Apple, Orange, Lime, Lemon, Fresca",True,1,True,False,Punch / Party Drink,Pitcher,"Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",https://www.thecocktaildb.com/images/media/drink/uqqvsp1468924228.jpg,16.18
16047,Campari Beer,2,"Lager, Campari",True,0,False,False,Beer,Beer mug,Use a 15 oz glass. Add Campari first. Fill with beer.,https://www.thecocktaildb.com/images/media/drink/xsqrup1441249130.jpg,13.87
11013,Alaska Cocktail,4,"Orange bitters, Gin, Yellow Chartreuse, Lemon peel",True,0,False,False,Ordinary Drink,Cocktail glass,"Stir all ingredients with ice, strain contents into a cocktail glass. Drop in a twist of lemon and serve.",https://www.thecocktaildb.com/images/media/drink/wsyryt1483387720.jpg,12.03
12754,Sex on the Beach,4,"Vodka, Peach schnapps, Cranberry juice, Orange juice",True,4,False,False,Ordinary Drink,Highball glass,Build all ingredients in a highball glass filled with ice. Garnish with orange slice.,https://www.thecocktaildb.com/images/media/drink/fi67641668420787.jpg,11.74
11222,Casa Blanca,4,"Light rum, Triple sec, Lime juice, Maraschino liqueur",True,0,False,False,Ordinary Drink,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/usspxq1441553762.jpg,12.81
178360,Lemon Elderflower Spritzer,4,"Elderflower cordial, Vodka, Soda Water, Fresh Lemon Juice",True,3,False,False,Cocktail,Highball glass,"Pour all ingredients over ice, stir and enjoy!
",https://www.thecocktaildb.com/images/media/drink/125w0o1630407389.jpg,12.9
178358,Mango Mojito,7,"Lime, Mango, Mint, White Rum, Ice, Soda Water, Mango",True,1,True,False,Cocktail,Jar,"Squeeze the juice from 1½ limes and blend with the mango to give a smooth purée.
Cut the rest of the limes into quarters, and then cut each wedge in half again. Put 2 pieces of lime in a highball glass for each person and add 1 teaspoon of caster sugar and 5-6 mint leaves to each glass. Squish everything together with a muddler or the end of a rolling pin to release all the flavours from the lime and mint.
Divide the mango purée between the glasses and add 30ml white rum and a handful of crushed ice to each one, stirring well to mix everything together. Top up with soda water to serve and garnish with extra mint, if you like.",https://www.thecocktaildb.com/images/media/drink/wfqmgm1630406820.jpg,14.57
17224,Absolutely Fabulous,3,"Vodka, Cranberry Juice, Champagne",True,2,False,False,Cocktail,Champagne flute,Mix the Vodka and Cranberry juice together in a shaker and strain into a glass. Top up with Champagne.,https://www.thecocktaildb.com/images/media/drink/abcpwr1504817734.jpg,10.92
15567,Adam Sunrise,4,"Vodka, Lemonade, Water, Sugar",True,3,False,False,Ordinary Drink,Collins Glass,"Fill blender up with ice. Fill half with Bartons Vodka. Put 10 tsp of sugar, add 1/2 can lemonade concentrate, fill to top with water. Blend for 60 seconds.",https://www.thecocktaildb.com/images/media/drink/vtuyvu1472812112.jpg,13.07
17182,Duchamp's Punch,7,"Pisco, Lime Juice, Pineapple Syrup, St. Germain, Angostura Bitters, Pepper, Lavender",True,0,False,False,Cocktail,Old-fashioned glass,"Shake all ingredients.
Double strain in a chilled double old fashioned glass with abig ice cube.
Garnish with a couple of lavender sprigs",https://www.thecocktaildb.com/images/media/drink/g51naw1485084685.jpg,13.81
11029,Amaretto Tea,3,"Tea, Amaretto, Whipped cream",True,1,False,False,Ordinary Drink,Pousse cafe glass,"Pour hot tea into a pousse-cafe glass, using a spoon in glass to prevent cracking. Add amaretto, but do not stir. Top with chilled whipped cream and serve.",https://www.thecocktaildb.com/images/media/drink/b7qzo21493070167.jpg,14.01
13389,Snake Bite (UK),2,"Lager, Cider",True,0,False,False,Beer,Pint glass,Pour ingredients into a pint glass. Drink. Fall over.,https://www.thecocktaildb.com/images/media/drink/xuwpyu1441248734.jpg,10.69
17220,Butter Baby,4,"Vanilla Ice-Cream, Butterscotch schnapps, Milk, Vodka",True,3,False,False,Shake,Beer mug,Blend together in a blender. Serve in a chilled Beer mug with Fresh Blueberries and caramel for topping.,https://www.thecocktaildb.com/images/media/drink/1xhjk91504783763.jpg,12.01
12856,Tia-Maria,5,"Water, Brown sugar, Coffee, Rum, Vanilla extract",True,0,False,True,Homemade Liqueur,Collins Glass,"Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.",https://www.thecocktaildb.com/images/media/drink/sih81u1504367097.jpg,13.31
